,name,per,no_of_seasons,start_age,end_age,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,height_in,weight_lb
822,Michael Finley,16.0,4.0,18,21,115,3945,739,1681,213,631,456,593,,371,168,78,318,292,2147,.440,.338,.769,34.3,18.7,5.6,3.2,79.0,215.0
823,George Zidek,8.7,4.0,18,21,104,1758,290,558,2,8,160,215,,40,26,44,113,278,742,.520,.250,.744,16.9,7.1,4.2,0.4,84.0,250.0
824,Travis Best,13.8,4.0,19,22,124,4504,703,1540,258,656,393,486,,692,217,15,324,311,2057,.456,.393,.809,36.3,16.6,3.1,5.6,71.0,182.0
825,Loren Meyer,8.5,4.0,19,22,111,2482,483,868,3,14,311,436,,125,61,134,197,287,1280,.556,.214,.713,22.4,11.5,6.1,1.1,82.0,257.0
826,David Vaughn,10.1,4.0,18,21,92,2815,498,1024,14,42,295,394,,87,84,235,257,272,1305,.486,.333,.749,30.6,14.2,9.8,0.9,81.0,240.0
827,Sherell Ford,16.4,3.0,20,22,88,3012,790,1638,102,294,330,469,,113,,,,,2012,.482,.347,.704,34.2,22.9,9.2,1.3,79.0,210.0
828,Mario Bennett,18.2,3.0,18,21,87,2727,540,920,20,68,268,506,,139,95,191,241,258,1368,.587,.294,.530,31.3,15.7,7.8,1.6,78.0,235.0
829,Greg Ostertag,13.1,4.0,18,21,137,2042,388,705,0,3,192,318,,41,41,258,176,263,968,.550,.000,.604,14.9,7.1,5.6,0.3,86.0,280.0
830,Cory Alexander,12.4,4.0,18,21,85,2858,459,1075,142,422,226,326,,401,99,14,279,189,1286,.427,.336,.693,33.6,15.1,3.5,4.7,73.0,185.0
831,Lou Roe,7.7,4.0,19,22,134,3738,661,1249,5,18,578,838,,191,93,121,289,370,1905,.529,.278,.690,27.9,14.2,8.0,1.4,79.0,220.0
832,Terrence Rencher,6.5,4.0,18,21,124,4352,826,1903,145,486,509,731,,440,255,29,311,272,2306,.434,.298,.696,35.1,18.6,5.0,3.5,75.0,185.0
833,Junior Burrough,9.0,4.0,19,22,129,3939,759,1691,13,46,439,652,,111,111,96,279,339,1970,.449,.283,.673,30.5,15.3,7.2,0.9,80.0,242.0
834,Andrew DeClercq,12.1,4.0,18,21,128,3504,502,946,6,18,299,451,,137,147,176,303,408,1309,.531,.333,.663,27.4,10.2,7.5,1.1,82.0,230.0
835,Jimmy King,10.0,4.0,18,21,130,4112,583,1221,122,348,254,376,,354,187,45,326,269,1542,.477,.351,.676,31.6,11.9,4.1,2.7,77.0,210.0
836,Lawrence Moten,12.6,4.0,19,22,121,4133,838,1736,197,624,461,644,,305,215,85,309,281,2334,.483,.316,.716,34.2,19.3,4.9,2.5,77.0,185.0
837,Frankie King,11.4,2.0,21,22,56,2103,507,1047,81,230,400,513,,153,103,23,221,143,1495,.484,.352,.780,37.6,26.7,7.4,2.7,73.0,185.0
838,Donny Marshall,8.7,4.0,19,22,121,2893,423,893,48,159,303,383,,129,127,17,214,275,1197,.474,.302,.791,23.9,9.9,4.4,1.1,79.0,230.0
839,Dwayne Whitfield,9.3,3.0,20,22,67,1711,359,615,0,4,224,344,,34,24,67,173,195,942,.584,.000,.651,25.5,14.1,7.7,0.5,81.0,240.0
840,Donnie Boyce,9.3,4.0,18,21,107,3528,693,1648,129,419,480,721,,405,245,114,379,346,1995,.421,.308,.666,33.0,18.6,6.0,3.8,77.0,196.0
841,Eric Snow,12.2,4.0,18,21,113,2850,273,524,20,76,102,222,,599,142,14,261,246,668,.521,.263,.459,25.2,5.9,2.6,5.3,75.0,190.0
842,Tyus Edney,13.6,4.0,18,21,125,3660,484,1007,97,253,450,559,,652,224,18,338,274,1515,.481,.383,.805,29.3,12.1,3.0,5.2,70.0,152.0
843,Mark Davis,11.9,4.0,18,21,116,1966,754,1446,45,143,480,759,,426,100,79,233,204,2033,.521,.315,.632,33.9,17.5,7.7,3.7,79.0,210.0
844,Jerome Allen,8.5,4.0,19,22,109,3570,504,1210,178,519,302,418,,505,166,22,259,196,1488,.417,.343,.722,32.8,13.7,4.4,4.6,76.0,184.0
845,Martin Lewis,11.2,2.0,18,19,70,,519,856,66,192,310,473,,117,,,,,1414,.606,.344,.655,,20.2,7.3,1.7,77.0,210.0
846,Fred Hoiberg,13.7,4.0,19,22,126,4278,672,1316,183,457,466,552,,350,207,15,231,214,1993,.511,.400,.844,34.0,15.8,5.9,2.8,76.0,203.0
847,Michael McDonald,-22.1,4.0,21,25,119,2641,402,687,0,1,193,313,,66,43,221,146,253,997,.585,.000,.617,22.2,8.4,6.8,0.6,82.0,232.0
848,Chris Carr,11.9,3.0,18,20,93,2368,458,910,64,179,271,356,,138,91,66,185,235,1251,.503,.358,.761,25.5,13.5,5.8,1.5,77.0,207.0
849,Cuonzo Martin,4.2,4.0,20,23,127,3675,580,1228,179,397,327,421,,254,77,14,214,179,1666,.472,.451,.777,28.9,13.1,3.8,2.0,77.0,213.0
850,Don Reid,11.8,4.0,18,21,122,1938,209,361,,,137,244,,64,89,122,142,347,555,.579,,.561,15.9,4.5,4.0,0.5,80.0,250.0
851,Allen Iverson,20.9,2.0,19,20,67,2179,515,1170,122,389,387,567,,307,213,21,272,166,1539,.440,.314,.683,32.5,23.0,3.6,4.6,72.0,165.0
852,Marcus Camby,17.8,3.0,19,21,92,2324,539,1076,1,13,308,466,,131,74,336,187,262,1387,.501,.077,.661,25.3,15.1,7.0,1.4,83.0,220.0
853,Shareef Abdur-Rahim,19.0,1.0,19,19,28,972,206,398,8,21,170,249,,29,52,35,87,58,590,.518,.381,.683,34.7,21.1,8.4,1.0,81.0,225.0
854,Stephon Marbury,18.7,1.0,18,18,36,1345,235,514,88,238,121,164,,161,63,4,115,82,679,.457,.370,.738,37.4,18.9,3.1,4.5,74.0,180.0
855,Ray Allen,18.6,3.0,18,20,101,2884,705,1449,233,520,279,358,,245,159,41,193,145,1922,.487,.448,.779,28.6,19.0,6.0,2.4,77.0,205.0
856,Antoine Walker,16.0,2.0,18,19,69,1450,323,719,26,103,134,203,,151,89,33,148,147,806,.449,.252,.660,21.0,11.7,6.5,2.2,80.0,224.0
857,Lorenzen Wright,13.3,2.0,19,20,64,2228,405,735,0,2,216,340,,85,66,130,131,168,1026,.551,.000,.635,34.8,16.0,10.3,1.3,83.0,225.0
858,Kerry Kittles,16.0,4.0,18,21,122,4410,821,1719,278,706,323,449,,408,277,48,249,184,2243,.478,.394,.719,36.1,18.4,5.9,3.3,77.0,179.0
859,Samaki Walker,12.7,2.0,18,19,50,1475,277,486,2,7,158,278,,60,34,121,94,113,714,.570,.286,.568,29.5,14.3,7.3,1.2,81.0,240.0
860,Erick Dampier,14.3,3.0,18,20,93,2643,481,819,,,269,475,,128,58,249,243,267,1231,.587,,.566,28.4,13.2,9.2,1.4,83.0,265.0
861,Todd Fuller,10.3,4.0,18,21,115,3148,586,1176,17,55,400,500,,113,29,147,170,197,1589,.498,.309,.800,27.4,13.8,7.7,1.0,83.0,255.0
862,Vitaly Potapenko,11.8,2.0,19,20,55,1707,409,674,1,6,290,401,,77,28,56,235,207,1109,.607,.167,.723,31.0,20.2,6.8,1.4,82.0,280.0
863,Steve Nash,20.0,4.0,18,21,113,3402,528,1229,263,656,370,427,,510,147,7,352,207,1689,.430,.401,.867,30.1,14.9,3.1,4.5,75.0,195.0
864,Tony Delk,13.7,4.0,19,22,133,3151,683,1441,283,712,241,340,,210,201,46,193,233,1890,.474,.397,.709,23.7,14.2,3.5,1.6,73.0,189.0
865,John Wallace,14.0,4.0,18,21,127,4187,784,1471,41,105,510,691,,255,145,209,398,339,2119,.533,.390,.738,33.0,16.7,8.4,2.0,80.0,225.0
866,Walter McCarty,10.1,3.0,19,21,103,2116,352,684,75,187,167,244,,181,91,108,183,273,946,.515,.401,.684,20.5,9.2,5.1,1.8,82.0,230.0
867,Dontae' Jones,3.8,3.0,18,20,94,2872,841,1703,87,335,363,564,,174,37,31,74,93,2132,.494,.260,.644,30.6,22.7,10.4,1.9,80.0,220.0
868,Roy Rogers,12.1,4.0,19,22,102,2082,276,534,,,100,164,,54,41,266,125,176,652,.517,,.610,20.4,6.4,5.0,0.5,82.0,235.0
869,Derek Fisher,11.7,4.0,18,21,112,3655,432,1048,126,332,401,536,,472,184,12,273,286,1391,.412,.380,.748,32.6,12.4,4.3,4.2,73.0,200.0
870,Jerome Williams,15.9,2.0,21,22,68,1955,273,502,3,18,168,265,,96,108,27,155,121,717,.544,.167,.634,28.8,10.5,9.3,1.4,81.0,206.0
871,Brian Evans,11.8,4.0,19,22,124,3613,567,1262,186,456,381,476,,332,123,54,223,239,1701,.449,.408,.800,29.1,13.7,6.0,2.7,80.0,220.0
872,Priest Lauderdale,11.3,1.0,20,20,13,,121,177,0,2,19,47,,16,3,35,26,47,261,.684,.000,.404,,20.1,10.2,1.2,88.0,325.0
873,Travis Knight,11.4,4.0,18,21,124,2290,320,618,0,5,120,193,,142,72,179,179,307,760,.518,.000,.622,18.5,6.1,6.0,1.1,84.0,235.0
874,Othella Harrington,12.5,4.0,19,22,132,3722,650,1158,,,539,736,,137,106,201,326,374,1839,.561,,.732,28.2,13.9,7.4,1.0,81.0,235.0
875,Mark Hendrickson,10.6,4.0,18,21,108,3570,525,926,46,123,400,547,,171,81,34,235,335,1496,.567,.374,.731,33.1,13.9,8.6,1.6,81.0,220.0
876,Moochie Norris,13.0,2.0,21,22,45,1624,245,577,107,279,144,196,,286,98,2,124,78,741,.425,.384,.735,36.1,16.5,4.6,6.4,73.0,175.0
877,Jeff McInnis,12.6,3.0,19,21,100,2560,403,878,138,348,184,256,,435,108,0,200,177,1128,.459,.397,.719,25.6,11.3,2.8,4.4,76.0,190.0
878,Steve Hamer,8.9,4.0,19,22,104,2902,518,928,3,11,379,573,,71,37,122,218,274,1418,.558,.273,.661,27.9,13.6,7.2,0.7,84.0,245.0
879,Jason Sasser,7.6,4.0,19,22,119,3856,736,1552,76,267,554,762,,307,144,11,314,290,2102,.474,.285,.727,32.4,17.7,7.5,2.6,79.0,225.0
880,Randy Livingston,10.0,2.0,19,20,29,868,105,268,21,85,72,100,,220,67,5,123,62,303,.392,.247,.720,29.9,10.4,3.2,7.6,76.0,209.0
881,Ben Davis,12.5,3.0,19,23,86,2043,338,644,,,213,336,,46,49,33,152,233,889,.525,,.634,23.8,10.3,6.8,0.5,81.0,240.0
882,Malik Rose,13.4,4.0,18,21,120,3651,733,1335,7,24,551,860,,119,92,121,340,400,2024,.549,.292,.641,30.4,16.9,12.6,1.0,79.0,250.0
883,Marcus Brown,10.5,4.0,18,21,118,3391,736,1493,173,465,585,689,,294,232,34,257,322,2230,.493,.372,.849,28.7,18.9,4.1,2.5,75.0,185.0
884,Jamie Feick,12.4,4.0,18,21,106,2422,267,532,20,68,146,253,,128,64,38,141,195,700,.502,.294,.577,22.8,6.6,6.7,1.2,81.0,255.0
885,Amal McCaskill,7.7,4.0,18,22,111,2203,328,602,2,5,203,315,,86,45,175,194,287,861,.545,.400,.644,19.8,7.8,6.3,0.8,83.0,235.0
886,Chris Robinson,9.3,4.0,18,21,120,3339,642,1372,115,356,257,373,,229,203,48,255,337,1656,.468,.323,.689,27.8,13.8,5.5,1.9,77.0,200.0
887,Mark Pope,6.4,4.0,19,23,126,3199,401,761,49,117,331,428,,158,115,108,222,330,1182,.527,.419,.773,25.4,9.4,6.7,1.3,82.0,235.0
888,Jeff Nordgaard,11.6,4.0,19,22,120,3523,773,1390,13,43,352,475,,237,104,48,236,261,1911,.556,.302,.741,29.4,15.9,5.8,2.0,79.0,225.0
889,Shandon Anderson,11.7,4.0,19,22,119,3165,585,1182,49,170,307,486,,324,213,39,339,294,1526,.495,.288,.632,26.6,12.8,5.0,2.7,78.0,208.0
890,Reggie Geary,7.3,4.0,19,22,127,3551,315,730,115,331,149,253,,560,208,71,311,357,894,.432,.347,.589,28.0,7.0,3.1,4.4,74.0,187.0
891,Drew Barry,9.8,4.0,19,22,117,3874,409,915,179,485,256,329,,724,193,41,366,210,1253,.447,.369,.778,33.1,10.7,4.1,6.2,77.0,191.0
892,Tim Duncan,24.2,4.0,17,20,128,4492,790,1368,17,53,520,755,,288,69,481,335,303,2117,.577,.321,.689,35.1,16.5,12.3,2.3,83.0,250.0
893,Keith Van Horn,16.8,4.0,18,21,122,3732,891,1706,206,514,554,651,,142,87,126,282,253,2542,.522,.401,.851,30.6,20.8,8.8,1.2,82.0,220.0
894,Chauncey Billups,18.8,2.0,19,20,55,1866,297,719,120,314,306,357,,282,104,8,203,128,1020,.413,.382,.857,33.9,18.5,5.6,5.1,75.0,202.0
895,Antonio Daniels,14.6,4.0,18,21,111,3700,650,1261,84,212,405,534,,573,165,30,314,167,1789,.515,.396,.758,33.3,16.1,2.9,5.2,76.0,195.0
896,Tony Battie,12.6,3.0,18,20,87,2152,367,673,10,36,185,285,,72,56,162,140,223,929,.545,.278,.649,24.7,10.7,8.3,0.8,83.0,230.0
897,Ron Mercer,12.5,2.0,19,20,76,1976,404,837,72,209,133,170,,147,100,18,104,146,1013,.483,.344,.782,26.0,13.3,4.1,1.9,79.0,210.0
898,Tim Thomas,14.0,1.0,19,19,32,1005,187,416,47,140,121,152,,66,56,33,91,88,542,.450,.336,.796,31.4,16.9,6.0,2.1,82.0,230.0
899,Adonal Foyle,12.3,3.0,19,21,87,3178,712,1301,1,10,351,715,,134,61,492,329,213,1776,.547,.100,.491,36.5,20.4,12.7,1.5,82.0,250.0
900,Danny Fortson,16.2,3.0,18,20,100,2692,655,1160,0,3,571,769,,119,91,41,258,345,1881,.565,.000,.743,26.9,18.8,8.7,1.2,79.0,260.0
901,Tariq Abdul-Wahad,11.4,4.0,19,22,87,2037,430,901,49,152,275,379,,109,83,48,191,231,1184,.477,.322,.726,23.4,13.6,5.4,1.3,78.0,223.0
902,Austin Croshere,14.3,4.0,18,21,121,2858,495,1125,147,432,386,458,,123,104,76,230,247,1523,.440,.340,.843,23.6,12.6,5.3,1.0,81.0,235.0
903,Derek Anderson,15.3,4.0,18,22,99,2463,408,846,91,250,321,399,,321,186,16,197,243,1228,.482,.364,.805,24.9,12.4,3.8,3.2,77.0,194.0
904,Maurice Taylor,13.1,3.0,18,20,97,2793,524,1053,5,16,201,313,,113,61,90,200,289,1254,.498,.313,.642,28.8,12.9,6.1,1.2,81.0,260.0
905,Kelvin Cato,14.4,3.0,19,22,79,1931,271,544,0,1,177,303,,49,67,274,128,228,719,.498,.000,.584,24.4,9.1,7.4,0.6,83.0,255.0
906,Brevin Knight,14.9,4.0,18,21,115,3703,515,1239,93,277,591,741,,780,298,13,404,323,1714,.416,.336,.798,32.2,14.9,3.8,6.8,70.0,173.0
907,Johnny Taylor,8.7,3.0,20,22,81,1869,534,1006,75,222,273,392,,155,64,48,150,186,1416,.531,.338,.696,30.1,17.5,7.4,1.9,81.0,220.0
908,Scot Pollard,13.8,4.0,18,21,128,2754,425,774,1,1,358,535,,59,103,218,193,339,1209,.549,1.000,.669,21.5,9.4,6.6,0.5,83.0,265.0
909,Paul Grant,4.0,4.0,19,23,116,1949,284,570,0,2,160,229,,46,26,87,158,254,728,.498,.000,.699,16.8,6.3,3.4,0.4,84.0,245.0
910,Anthony Parker,12.2,4.0,18,21,112,3603,524,1173,195,515,440,587,,355,159,78,277,221,1683,.447,.379,.750,32.2,15.0,5.7,3.2,78.0,215.0
911,Ed Gray,9.6,3.0,18,21,81,2375,519,1230,127,421,321,415,,149,126,18,191,217,1486,.422,.302,.773,29.3,18.3,3.4,1.8,75.0,210.0
912,Bobby Jackson,15.2,2.0,22,23,60,1784,306,716,59,192,195,248,,207,108,15,137,169,866,.427,.307,.786,29.7,14.4,5.5,3.5,73.0,185.0
913,Rodrick Rhodes,6.7,4.0,19,23,124,3127,487,1138,128,378,457,634,,379,204,49,331,336,1559,.428,.339,.721,25.2,12.6,3.7,3.1,78.0,225.0
914,John Thomas,9.4,4.0,18,21,124,2572,349,703,0,1,187,349,,91,75,65,190,301,885,.496,.000,.536,20.7,7.1,5.1,0.7,81.0,265.0
915,Charles Smith,11.5,4.0,18,21,126,3783,737,1640,207,605,312,427,,358,178,95,288,232,1993,.449,.342,.731,30.0,15.8,4.6,2.8,76.0,194.0
916,Jacque Vaughn,10.1,4.0,18,21,126,3807,384,837,105,274,334,472,,804,160,15,351,280,1207,.459,.383,.708,30.2,9.6,3.0,6.4,73.0,190.0
917,Keith Booth,7.3,4.0,19,22,126,3872,589,1291,27,104,576,824,,296,193,73,403,407,1781,.456,.260,.699,30.7,14.1,7.3,2.3,78.0,226.0
918,Charles O'Bannon,11.7,4.0,18,21,124,3903,684,1271,73,213,343,457,,313,142,118,285,300,1784,.538,.343,.751,31.5,14.4,6.4,2.5,77.0,209.0
919,James Cotton,12.3,4.0,18,21,80,2675,450,1018,156,423,396,495,,129,99,27,187,217,1452,.442,.369,.800,33.4,18.2,4.4,1.6,77.0,220.0
920,Bubba Wells,11.1,4.0,19,22,105,3338,870,1667,94,232,433,580,,208,139,96,257,257,2267,.522,.405,.747,31.8,21.6,6.9,2.0,77.0,230.0
921,Kebu Stewart,14.0,4.0,20,23,106,3570,685,1262,1,6,691,1022,,68,103,103,322,305,2062,.543,.167,.676,33.7,19.5,11.6,0.6,80.0,239.0
922,James Collins,15.3,4.0,20,23,112,3678,645,1433,255,686,248,365,,283,191,37,269,293,1793,.450,.372,.679,32.8,16.0,4.5,2.5,76.0,196.0
923,Marc Jackson,14.1,3.0,19,22,85,2595,381,802,4,10,293,413,,71,47,43,161,161,1059,.475,.400,.709,30.5,12.5,7.4,0.8,82.0,270.0
924,Jerald Honeycutt,10.6,4.0,19,22,125,4197,791,1880,193,627,434,646,,419,235,163,478,305,2209,.421,.308,.672,33.6,17.7,7.0,3.4,81.0,245.0
925,Anthony Johnson,11.2,4.0,18,22,117,2810,334,717,67,166,224,309,,520,,,,,959,.466,.404,.725,24.0,8.2,2.6,4.4,75.0,190.0
926,Jason Lawson,21.5,4.0,19,22,131,3818,534,911,0,1,497,718,,178,97,375,336,463,1565,.586,.000,.692,29.1,11.9,6.9,1.4,83.0,240.0
927,Cedric Henderson,9.2,4.0,18,21,123,3909,664,1477,96,316,273,434,,181,175,114,327,324,1697,.450,.304,.629,31.8,13.8,5.2,1.5,79.0,215.0
928,God Shammgod,9.2,2.0,19,20,65,2113,208,529,30,144,223,330,,428,130,5,197,215,669,.393,.208,.676,32.5,10.3,2.0,6.6,72.0,169.0
929,Eric Washington,9.5,4.0,19,22,112,2868,531,1222,262,678,208,265,,107,140,61,186,219,1532,.435,.386,.785,25.6,13.7,5.0,1.0,76.0,190.0
930,Alvin Williams,13.7,4.0,19,22,131,3925,485,1094,133,380,320,441,,553,200,38,303,341,1423,.443,.350,.726,30.0,10.9,3.7,4.2,77.0,185.0
931,Chris Crawford,12.9,4.0,18,21,113,2486,364,820,85,228,235,326,,93,69,43,175,309,1048,.444,.373,.721,22.0,9.3,3.5,0.8,81.0,235.0
932,DeJuan Wheat,12.9,4.0,20,23,136,4560,725,1603,323,856,410,543,,498,204,25,307,226,2183,.452,.377,.755,33.5,16.1,2.6,3.7,72.0,165.0
933,Mark Blount,12.5,2.0,20,21,56,1149,136,292,1,2,87,168,,39,28,105,129,173,360,.466,.500,.518,20.5,6.4,5.0,0.7,84.0,230.0
